,City,country,Latitude,Longitude,Location,State,State Code
947,Horsham,United Kingdom,51.0242057,-0.3523171,"Southwater, England, England",England,ENG
948,Dowagiac,United States,41.9842123,-86.1086228,"Dowagiac, MI",Michigan,MI
949,Antibes,France,43.5836,7.10905,Antibes,Provence-Alpes-Côte d'Azur,PAC
950,Sunnyside,United States,46.3246419,-120.0081898,"Sunnyside, WA",Washington,WA
951,SaintClair,United States,42.8208653,-82.486024,"Saint Clair, MI",Michigan,MI
952,Snohomish,United States,47.9180275,-122.0899646,"Snohomish, WA",Washington,WA
953,Cardiff,United Kingdom,51.4732061,-3.2145821,"Leckwith, Wales, Wales",Wales,WLS
954,Waxhaw,United States,34.9248125,-80.7440174,"Waxhaw, NC",North Carolina,NC
955,Clanton,United States,32.8387371,-86.6294262,"Clanton, AL",Alabama,AL
956,Arlington,United States,48.15510715,-122.18752668875842,"Smokey Point, WA",Washington,WA
957,Wales,United Kingdom,53.34061,-1.28162,"Bodelwyddan, Wales, Wales",England,ENG
958,Folkestone and Hythe District,United Kingdom,51.0691421,1.0841634,"Hythe, Kent, South East England, England, England",England,ENG
959,Zillah,United States,46.4020734,-120.261998,"Zillah, WA",Washington,WA
960,Wahpeton,United States,46.265879,-96.608863,"Wahpeton, ND",North Dakota,ND
961,Colville,United States,48.5465695,-117.905537,"Colville, WA",Washington,WA
962,Pocahontas,United States,36.2612154,-90.9711021,"Pocahontas, AR",Arkansas,AR
963,Sydney,Australia,-33.8483333,150.9011111,"Wetherill Park, New South Wales",New South Wales,NSW
964,Sydney,Australia,-33.8936689,151.1656456,"Stanmore, New South Wales, New South Wales",New South Wales,NSW
965,Chehalis,United States,46.6599653,-122.963432,"Chehalis, WA",Washington,WA
966,Wall,United Kingdom,55.0155873,-2.1336148,"Wall, England, England",England,ENG
967,Wales,United States,48.895238,-98.600806,"Conwy, Wales, Wales",North Dakota,ND
968,Salem,United States,37.6455993,-91.5359808,"Salem, MO",Missouri,MO
969,Hopkinton,United States,43.191661,-71.675491,"Hopkinton, NH",New Hampshire,NH
970,Pasadena,United States,39.1361859,-76.5490844,"Pasadena, MD",Maryland,MD
971,Wasco,United States,35.5941238,-119.3409457,"Wasco, CA",California,CA
972,Clinton,United States,42.4212463,-71.6874099,"Clinton, MA",Massachusetts,MA
973,Mountain Home,United States,43.1329504,-115.691197,"Mountain Home, ID",Idaho,ID
974,Carneys Point Township,United States,39.71082015,-75.46755083409386,"Carneys Point, NJ",New Jersey,NJ
975,Bainbridge Island,United States,47.6262688,-122.5209429,"Bainbridge Island, WA",Washington,WA
976,Mountain Top,United States,40.1067654,-75.9527208,"Mountain Top, PA",Pennsylvania,PA
977,Australia Landing,United States,34.065663,-90.8778833,"Australia Landing, MS",Mississippi,MS
978,Paintsville,United States,37.8145384,-82.8071054,"Paintsville, KY",Kentucky,KY
979,Saratoga Springs,United States,40.3491173,-111.904656,"Saratoga Springs, UT",Utah,UT
980,San Isidro,Peru,-12.09655,-77.04258,"San Isidro, Lima Region, Lima Region",Lima,LIM
981,Midway,United States,40.5249546,-111.4674102,"Mountain Spa, UT",Utah,UT
982,Chalfont St Peter,United Kingdom,51.6082069,-0.5543134,"Chalfont Saint Peter, England, England",England,ENG
983,Stony Point,United States,41.2295386,-73.9870847,"Stony Point, NY",New York,NY
984,Calimesa,United States,34.0039044,-117.0619774,"Calimesa, CA",California,CA
985,Totowa,United States,40.9050988,-74.2098679,"Totowa, NJ",New Jersey,NJ
986,St-Jean,Canada,46.921801,-70.889475,"Saint-Jean, QC",Quebec,QC
987,Wales,United Kingdom,53.34061,-1.28162,"Morfa, Wales, Wales",England,ENG
988,Washington,United States,37.1305373,-113.5082867,"Washington, UT",Utah,UT
989,Monticello,United States,40.026295,-88.567956,"Monticello, IL",Illinois,IL
990,Iowa Park,United States,33.9514847,-98.6686709,"Iowa Park, TX",Texas,TX
991,Sydney,Australia,-33.7705556,150.8205556,Mount Druitt,New South Wales,NSW
992,Central Saanich,Canada,48.5937899,-123.38270004400854,"Saanichton, BC",British Columbia,BC
993,Santiago del Estero,Argentina,-27.7877148,-64.2595062,Santiago del Estero,Santiago del Estero,G
994,Port Washington,United States,40.8257072,-73.6958069,"Port Washington, NY",New York,NY
995,Homosassa,United States,28.7813722,-82.6151001,"Homosassa, FL",Florida,FL
996,Mount Crawford,United States,38.3570713,-78.9408615,"Mount Crawford, VA",Virginia,VA
997,Walton,United States,38.8756194,-84.6102213,"Walton, KY",Kentucky,KY
998,Town and Country,United States,38.6122751,-90.4634532,"Town and Country, MO",Missouri,MO
999,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Kew, Victoria, Victoria",Tamaulipas,TAM
1000,East Hertfordshire,United Kingdom,51.94672,-0.0172746,"Buntingford, England, England",England,ENG
1001,Casalnuovo di Napoli,Italy,40.9148194,14.3511247,Casalnuovo di Napoli,Campania,CAM
1002,Atascocita,United States,29.9990074,-95.1620137,"Atascocita, TX",Texas,TX
1003,Great Clacton,United Kingdom,51.8046696,1.1566687,"Great Clacton, England, England",England,ENG
1004,Dolgellau,United Kingdom,52.7448708,-3.8844686,"Dolgellau, Wales, Wales",Wales,WLS
1005,Atlanta,United States,33.846493,-84.358537,"Atlanta Downtown Post Office, GA",Georgia,GA
1006,Beaumont,United States,33.9299925,-116.9763092,"Beaumont, CA",California,CA
1007,Mount Sinai,United States,40.9470432,-73.0295495,"Mount Sinai, NY",New York,NY
1008,Salida,United States,38.5347193,-105.998902,"Salida, CO",Colorado,CO
1009,Sankt Ingbert,Germany,49.2788378,7.1156707,"St. Ingbert, Saarland",Saarland,SL
1010,Mount Holly,United States,35.2976298,-81.0161686,"Mount Holly, NC",North Carolina,NC
1011,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Deer Park, Victoria, Victoria",Tamaulipas,TAM
1012,Washington,United States,42.757649,-83.047346,"Washington, MI",Michigan,MI
1013,Town of Kirkland,United States,43.0484029,-75.3785034,"Clinton, NY",New York,NY
1014,Hermosa Beach,United States,33.86428,-118.39591,"Hermosa Beach, CA",California,CA
1015,Old Saybrook,United States,41.2917652,-72.3761956,"Old Saybrook, CT",Connecticut,CT
1016,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Werribee, Victoria, Victoria",Tamaulipas,TAM
1017,Ipswich City,Australia,-27.649718999999997,152.7428082206087,Yamanto,Queensland,QLD
1018,Coventry,United States,41.7000996,-71.6828444,"Coventry, RI",Rhode Island,RI
1019,Santa Ana Pueblo,United States,35.3423578,-106.5260511,"Santa Ana Pueblo, NM",New Mexico,NM
1020,Waterloo,United States,38.3358857,-90.1498341,"Waterloo, IL",Illinois,IL
1021,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Laverton, Victoria, Victoria",Tamaulipas,TAM
1022,Lincolnton,United States,35.473745,-81.2545251,"Lincolnton, NC",North Carolina,NC
1023,New York,United States,40.7876014,-73.8459682,"College Point, NY",New York,NY
1024,Ware,United States,42.2599297,-72.2397806,"Ware, MA",Massachusetts,MA
1025,Monticello,United States,33.6293427,-91.7912327,"Monticello, AR",Arkansas,AR
1026,Mont Belvieu,United States,29.8477222,-94.890758,"Mont Belvieu, TX",Texas,TX
1027,Canton,United States,35.5328838,-82.8373558,"Canton, NC",North Carolina,NC
1028,Lichfield,United Kingdom,52.6791667,-1.9154621,"Burntwood, England, England",England,ENG
1029,Shawano,United States,44.7822064,-88.6089917,"Shawano, WI",Wisconsin,WI
1030,Galloway,United States,39.9139207,-83.1633336,"Galloway, OH",Ohio,OH
1031,Metropolitan Borough of Solihull,United Kingdom,52.3902971,-1.648477,"Balsall Common, England, England",England,ENG
1032,Holywell,United Kingdom,53.2727623,-3.2201305,"Holywell, Wales, Wales",Wales,WLS
1033,City Of Rockingham,Australia,-32.3265299,115.767922,Warnbro,Western Australia,WA
1034,Monticello,United States,42.2382752,-91.1869428,"Monticello, IA",Iowa,IA
1035,Winchester,United Kingdom,50.95434,-1.2180862,"Bishops Waltham, England, England",England,ENG
1036,Wapakoneta,United States,40.5678265,-84.1935594,"Wapakoneta, OH",Ohio,OH
1037,Valley Center,United States,33.226192999999995,-117.0291299794908,"Valley Center, CA",California,CA
1038,Egypt,United States,34.074076,-86.165586,"Egypt, Etowah, AL, Optional[AL]",Alabama,AL
1039,Town of Hinton,Canada,53.3990512,-117.5886772,"Hinton, AB",Alberta,AB
1040,Cardiff County,United Kingdom,51.48366,-3.16942,"Cardiff university Queens Buildings, Wales, Wales",Wales,WLS
1041,Melbourne,Australia,-37.698633,144.7863077,"Taylors Lakes, Victoria",Victoria,VIC
1042,Brockton,Canada,44.1855305,-81.14308601518702,"Brant, ON",Ontario,ON
1043,Abertillery,United Kingdom,51.7311437,-3.1380903,"Abertillery, Wales, Wales",Wales,WLS
1044,Estación López,Argentina,-37.5528005,-59.6270551,"Lopez, WA",Buenos Aires,B
1045,Melbourne,Australia,-37.8378229,144.8342853,"Altona North, Victoria",Victoria,VIC
1046,Sunshine Coast Regional,Australia,-26.6301995,153.08227854741975,Twin Waters,Queensland,QLD
1047,Moss Point,United States,30.4115881,-88.5344601,"Moss Point, MS",Mississippi,MS
1048,Gig Harbor,United States,47.3259697,-122.5878659,"Gig Harbor, WA",Washington,WA
1049,Village of Saugerties,United States,42.0775906,-73.9529126,"Saugerties, NY",New York,NY
1050,Rotorua,New Zealand,-38.1381493,176.252922,"Rotorua, Bay of Plenty",Bay of Plenty,BOP
1051,Wabash,United States,40.797821,-85.8205411,"Wabash, IN",Indiana,IN
1052,Sackville,Canada,45.8999177,-64.3655256,"Sackville, NB",New Brunswick,NB
1053,Warragul,Australia,-38.1588674,145.933629,Warragul,Victoria,VIC
1054,Watsontown,United States,41.0844729,-76.8630726,"Watsontown, PA",Pennsylvania,PA
1055,Sydney,Australia,-33.8263889,151.0305556,"Rosehill, New South Wales, New South Wales",New South Wales,NSW
1056,Warrnambool,Australia,-38.3826241,142.4814191,Warrnambool,Victoria,VIC
1057,Melbourne,Australia,-37.8815825,145.2951466,Ferntree Gully,Victoria,VIC
1058,Wrentham,United States,42.0667652,-71.3281114,"Wrentham, MA",Massachusetts,MA
1059,Waterman,United States,41.7716963,-88.7736942,"Waterman, IL",Illinois,IL
1060,Boonton,United States,40.9025989,-74.4070971,"Boonton, NJ",New Jersey,NJ
1061,Town of Islip,United States,40.7906538,-73.2017811,"Central Islip, NY",New York,NY
1062,St Ives,United Kingdom,50.196896,-5.480315,"Saint Ives, Cornwall, South West England, England, England",England,ENG
1063,Salem,United States,38.6269929,-88.9456158,"Salem, IL",Illinois,IL
1064,Mount Vernon,United States,40.3933956,-82.4857181,"Mount Vernon, OH",Ohio,OH
1065,Clinton,United States,40.152645,-88.9607122,"Clinton, IL",Illinois,IL
1066,St. Ann,United States,38.7272735,-90.3831719,"Saint Ann, MO",Missouri,MO
1067,Bay Saint Louis,United States,30.3132453,-89.3343223,"Bay Saint Louis, MS",Mississippi,MS
1068,Uttlesford,United Kingdom,51.9033564,0.198802,"Stansted Mountfitchet, England, England",England,ENG
1069,Clinton,United States,42.0719867,-83.9716096,"Clinton, MI",Michigan,MI
1070,Sawgrass,United States,30.1927427,-81.3706368,"Sawgrass, FL",Florida,FL
1071,Maesteg,United Kingdom,51.6088841,-3.6583848,"Maesteg, Wales, Wales",Wales,WLS
1072,Waimea/Kamuela CDP,United States,20.020452,-155.66391,"Waimea, HI",Hawaii,HI
1073,Swede Heaven,United States,48.2842748,-121.7281872,"Swede Heaven, WA",Washington,WA
1074,Santa Fe Springs,United States,33.9480787,-118.0691499,"Santa Fe Springs, CA",California,CA
1075,Noosa Heads,Australia,-26.3970775,153.0897466,Noosa Heads,Queensland,QLD
1076,War,United States,37.3012246,-81.6909425,"War, WV",West Virginia,WV
1077,Powder Wash,United States,40.9457977,-108.3114847,"Powder Wash, CO",Colorado,CO
1078,East Fallowfield Township,United States,41.507746,-80.33934777256789,"Atlantic, PA",Pennsylvania,PA
1079,Wall Township,United States,40.1743052,-74.0902219,"Wall Township, NJ",New Jersey,NJ
1080,Yelm,United States,46.9413877,-122.60639,"Yelm, WA",Washington,WA
1081,Nagawara,India,13.2227,78.5541977,Nagawara,Karnataka,KA
1082,Sturtevant,United States,42.6980749,-87.8945229,"Sturtevant, WI",Wisconsin,WI
1083,Salford,United Kingdom,53.49766,-2.382135,"Salford, East of England, England, England",England,ENG
1084,Sault Ste. Marie,United States,46.490586,-84.359269,"Sault Ste. Marie, MI",Michigan,MI
1085,Sorrento,United States,28.80777,-81.5636838,"Sorrento, FL",Florida,FL
1086,Warsaw,United States,32.9376282,-88.2030841,"Warsaw, AL",Alabama,AL
1087,Hamilton,Canada,43.3314156,-79.8956803,"Waterdown, ON",Ontario,ON
1088,Saint-Laurent-de-l'Île-d'Orléans,Canada,46.8602081,-71.0065238,"Saint-Laurent, QC",Quebec,QC
1089,Melbourne,Australia,-37.9430924,145.125236,"Clayton South, Victoria",Victoria,VIC
1090,Mountain,United States,39.3620241,-80.9103853,"Mountain, WV",West Virginia,WV
1091,Medway,United States,42.1417641,-71.3967256,"Medway, MA",Massachusetts,MA
1092,Atlantic Beach,United States,34.701803,-76.738528,"Atlantic Beach, NC, Optional[NC]",North Carolina,NC
1093,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Epping, Victoria, Victoria",Tamaulipas,TAM
1094,Leicester,United States,43.8764519,-73.0642797,"Satans Kingdom, VT",Vermont,VT
1095,Ankleshwar,India,21.6293206,72.9945103,Ankleshwar,Gujarat,GJ
1096,California,Colombia,7.3480915,-72.9459294,"California, Santander, Santander",Santander,SAN
1097,Lampeter,United Kingdom,52.115614,-4.0729072,"Lampeter, Wales, Wales",Wales,WLS
1098,Countryside,United States,41.7771605,-87.87297479806902,"Countryside, IL",Illinois,IL
1099,Perimetro Urbano Pereira,Colombia,4.8143159,-75.6946778,"Pereira, Risaralda, Risaralda",Risaralda,RIS
1100,Minster,United Kingdom,51.331178,1.315642,"Minster, Kent, Kent, South East England, England, England",England,ENG
1101,Oskaloosa,United States,41.2951037,-92.6448451,"Oskaloosa, IA",Iowa,IA
1102,Walnutport,United States,40.7542619,-75.5987971,"Walnutport, PA",Pennsylvania,PA
1103,Kentland,United States,40.7703153,-87.4453033,"Kentland, IN",Indiana,IN
1104,Lahore,Pakistan,31.5305468,74.3611247,Lahore Cantonment,Punjab,PB
1105,Sale,Australia,-38.1050358,147.0647902,Sale,Victoria,VIC
1106,Cardigan,United Kingdom,52.083006600000004,-4.657477931403937,"Cardigan, Wales, Wales",Wales,WLS
1107,Pantego,United States,32.7142988,-97.1564002,"Pantego, TX",Texas,TX
1108,Huntsville,Canada,45.3263919,-79.218434,"Huntsville, ON",Ontario,ON
1109,Cynthiana,United States,38.3903526,-84.2941013,"Cynthiana, KY",Kentucky,KY
1110,Toronto,United States,30.3401601,-103.7507312,"Toronto, TX",Texas,TX
1111,Birmingham,United States,33.5031609,-86.7752669,"Redmont Park, AL",Alabama,AL
1112,St. Clair,United States,38.345274,-90.9809549,"Saint Clair, MO",Missouri,MO
1113,Ellensburg,United States,46.9970635,-120.545122,"Ellensburg, WA",Washington,WA
1114,Saugus,United States,42.4648183,-71.010051,"Saugus, MA",Massachusetts,MA
1115,Sydney,Australia,-33.7713052,151.020996,"North Rocks, New South Wales",New South Wales,NSW
1116,Montague Township,United States,41.3031498,-74.7934993,"Montague, NJ",New Jersey,NJ
1117,Melbourne,Australia,-37.98277325,145.06579803133945,Mentone,Victoria,VIC
1118,Brynsadler,United Kingdom,51.5159325,-3.4156206,"Llanharry, Wales, Wales",Wales,WLS
1119,Sauk City,United States,43.2715944,-89.7226827,"Sauk City, WI",Wisconsin,WI
1120,Sydney,Australia,-33.7384663,151.0716639,Pennant Hills,New South Wales,NSW
1121,Gorseinon,United Kingdom,51.687218400000006,-4.037895217136166,"Grovesend, Wales, Wales",Wales,WLS
1122,Montreal Lake,Canada,54.0535649,-105.788676,"Montreal Lake, SK",Saskatchewan,SK
1123,Orting,United States,47.0978795,-122.2042824,"Orting, WA",Washington,WA
1124,Mount Pleasant,United States,40.966312,-91.5539956,"Mount Pleasant, IA",Iowa,IA
1125,Victoria,United States,44.882383,-93.647318,"Waterford, Victoria, Victoria",Minnesota,MN
1126,Mount Pleasant Township,United States,41.7398064,-75.4343484,"Pleasant Mount, PA",Pennsylvania,PA
1127,Waldo,United States,29.7896882,-82.1673248,"Waldo, FL",Florida,FL
1128,Waltham,United States,43.8216451,-92.8771918,"Waltham, MN",Minnesota,MN
1129,City of Greater Geelong,Australia,-38.2037278,144.3022236,Waurn Ponds,Victoria,VIC
1130,Wonthaggi,Australia,-38.6043664,145.5913433,Wonthaggi,Victoria,VIC
1131,Savanna,United States,42.0944672,-90.1567944,"Savanna, IL",Illinois,IL
1132,Humber,United Kingdom,52.195855,-2.654346,"Swinton, South Yorkshire, Yorkshire and the Humber, England, England",England,ENG
1133,Melbourne,Australia,-37.9502592,145.0043868,Sandringham,Victoria,VIC
1134,Contact,United States,45.5014085,-110.2257701,"Contact, MT",Montana,MT
1135,Ashburton,New Zealand,-43.9024396,171.7503327,"ASHBURTON, Canterbury",Canterbury,CAN
1136,Salem,United States,39.5717796,-75.4671423,"Salem, NJ",New Jersey,NJ
1137,Saint Helens,United States,45.8640034,-122.8064922,"Saint Helens, OR",Oregon,OR
1138,Mountain View,United States,35.8684075,-92.1176521,"Mountain View, AR",Arkansas,AR
1139,Mount Pocono,United States,41.1220987,-75.3646997,"Mount Pocono, PA",Pennsylvania,PA
1140,Drakenstein,South Africa,-33.67065,18.986279,"Lusaka, Copperbelt, Copperbelt",Western Cape,WC
1141,Centralia,United States,46.7204489,-122.96143,"Centralia, WA",Washington,WA
1142,Safford,United States,32.8339546,-109.70758,"Safford, AZ",Arizona,AZ
1143,Sarnia No. 221,Canada,50.9943167,-105.2264295,"Sarnia Beach, SK",Saskatchewan,SK
1144,Mount Vernon,United States,37.1036666,-93.8185401,"Mount Vernon, MO",Missouri,MO
1145,San Salvador,Nicaragua,13.7588604,-86.5339705,Nueva San Salvador,Nueva Segovia,NS
1146,Soledad,Colombia,10.9149593,-74.7821054,"Soledad, Atlántico, Atlántico",Atlántico,ATL
1147,Wollongong City Council,Australia,-34.4866791,150.8825597,Warrawong,New South Wales,NSW
1148,Wales,United Kingdom,53.34061,-1.28162,"Brawdy, Wales, Wales",England,ENG
1149,Kansas,United States,33.9017737,-87.5519582,"Kansas, AL",Alabama,AL
1150,Clinton,United States,39.6569817,-87.3980741,"Clinton, IN",Indiana,IN
1151,Cherwell District,United Kingdom,52.1114668,-1.2826587,"Wardington, England, England",England,ENG
1152,George,United States,47.0807166,-119.85709,"George, WA",Washington,WA
1153,Wales,United States,48.895238,-98.600806,"Halkyn, Wales, Wales",North Dakota,ND
1154,Center of the World,United States,41.2283899,-80.9098101,"Center World, OH",Ohio,OH
1155,Saint Francis,United States,42.9744081,-87.8709308,"Saint Francis, WI",Wisconsin,WI
1156,Sapucaia do Sul,Brazil,-29.8197019,-51.1608722,Sapucaia do Sul,Rio Grande do Sul,RS
1157,South Ribble,United Kingdom,53.7478395,-2.6720358,"Walton le Dale, England, England",England,ENG
1158,Waupaca,United States,44.3580348,-89.0859464,"Waupaca, WI",Wisconsin,WI
1159,Town of Stuyvesant,United States,42.3903615,-73.7815127,"Stuyvesant, NY",New York,NY
1160,Barra Mansa,Brazil,-22.5394843,-44.1735129,"Barra Mansa, Rio de Janeiro, Rio de Janeiro",Rio de Janeiro,RJ
1161,Pleasant Hills,United States,40.3356252,-79.9606066,"Pleasant Hills, PA",Pennsylvania,PA
1162,Mount Pearl,Canada,47.518910500000004,-52.814475267278404,"Mount Pearl, NL",Newfoundland and Labrador,NL
1163,Mount Hagen,Papua New Guinea,-5.858784,144.2316365,Mount Hagen,Western Highlands,WHM
1164,Brisbane City,Australia,-27.4823925,153.00593163692594,"West End, Queensland",Queensland,QLD
1165,Grand Junction,United States,39.091798,-108.554491,"Grand Junction, Mesa, CO, Optional[CO]",Colorado,CO
1166,Sydney,Australia,-33.6009721,150.7496405,"Richmond, New South Wales, New South Wales",New South Wales,NSW
1167,Wales,United States,43.008245,-88.373531,"Saint Asaph, Wales, Wales",Wisconsin,WI
1168,Mount Sterling,United States,39.9872707,-90.763463,"Mount Sterling, IL",Illinois,IL
1169,São Mateus,Brazil,-18.7239996,-39.8859247,"Vitória, Espírito Santo, Espírito Santo",Espírito Santo,ES
1170,Distrito Ciudad de San Rafael,Argentina,-34.6126025,-68.330514,"San Rafael, Mendoza, Mendoza",Mendoza,M
1171,Walker,United States,43.005597,-85.7741906,"Walker, MI",Michigan,MI
1172,Staunton,United Kingdom,51.960852,-2.323724,"Staunton, Gloucestershire, South West England, England, England",England,ENG
1173,Village of Washingtonville,United States,41.4278716,-74.1659798,"Washingtonville, NY",New York,NY
1174,Banora Point,Australia,-28.2220841,153.5370661,Banora Point,New South Wales,NSW
1175,Oskaloosa,United States,39.2150702,-95.3127203,"Oskaloosa, KS",Kansas,KS
1176,Indianapolis,United States,39.6853347,-86.04687875167161,"Waters Edge, IN",Indiana,IN
1177,City Of Kwinana,Australia,-32.233854,115.82114839519188,"Kwinana, Western Australia, Western Australia",Western Australia,WA
1178,Brunswick Heads,Australia,-28.538885,153.5483811,Brunswick Heads,New South Wales,NSW
1179,Aston Clinton,United Kingdom,51.8025136,-0.7274903,"Aston Clinton, England, England",England,ENG
1180,Saint Jo,United States,33.6948279,-97.5225245,"Saint Jo, TX",Texas,TX
1181,Nantucket,United States,41.2727997,-70.0951867,"Nantucket, MA",Massachusetts,MA
1182,Brisbane City,Australia,-27.4987362,153.0081642,"St Lucia, Queensland",Queensland,QLD
1183,Town of Harrietstown,United States,44.329497,-74.131279,"Saranac Lake, NY",New York,NY
1184,Kewaskum,United States,43.5213798,-88.2278645,"Kewaskum, WI",Wisconsin,WI
1185,Blaengwrach,United Kingdom,51.7370478,-3.6410394,"Glyn-neath, Wales, Wales",Wales,WLS
1186,Hinton,United States,37.674008,-80.889254,"Hinton, WV",West Virginia,WV
1187,Mont-Tremblant,Canada,46.11588,-74.5891426,"Mont-Tremblant, QC",Quebec,QC
1188,Hafodyrynys,United Kingdom,51.6784177,-3.1393194,"Crumlin, Wales, Wales",Wales,WLS
1189,Gold Coast City,Australia,-27.9303205,153.39202806387362,Biggera Waters,Queensland,QLD
1190,Edwards,United States,44.324585,-75.251198,"Edwards, CO",New York,NY
1191,Wauchula,United States,27.5472589,-81.8114715,"Wauchula, FL",Florida,FL
1192,Hohenwald,United States,35.5478514,-87.5519629,"Hohenwald, TN",Tennessee,TN
1193,Trenton,United States,34.8720222,-85.50913,"Trenton, GA",Georgia,GA
1194,Salisbury,United States,42.8417577,-70.8606083,"Salisbury, MA",Massachusetts,MA
1195,Sahibzada Ajit Singh Nagar,India,30.7041168,76.7176885,Sahibzada Ajit Singh Nagar,Punjab,PB
1196,Virginia,United States,47.7004494,-122.62735230251312,"Keyport, WA",Washington,WA
1197,Monticello,United States,30.5452022,-83.8701636,"Monticello, FL",Florida,FL
1198,St. Peter,United States,38.8681017,-88.8539455,"Saint Peter, IL",Illinois,IL
1199,Walker Mill,United States,38.8753903,-76.888306,"Walker Mill, MD",Maryland,MD
1200,Fort Lewis,United States,47.1086912,-122.554979,"Fort Lewis, WA",Washington,WA
1201,Walldorf,Germany,49.3038134,8.6433518,"Walldorf, Baden-Württemberg, Baden-Württemberg",Baden-Württemberg,BW
1202,Bordentown City,United States,40.146149,-74.7115733,"Bordentown, NJ",New Jersey,NJ
1203,Mount Pleasant,United States,40.1487475,-79.5421368,"Mount Pleasant, PA",Pennsylvania,PA
1204,Fair Lawn,United States,40.9270904,-74.1078753,"Warren Point, NJ",New Jersey,NJ
1205,Watchfield,United Kingdom,51.61322,-1.64821,"Watchfield, South West England, England, England",England,ENG
1206,Sydney,Australia,-33.9159472,151.176332,"St Peters, New South Wales",New South Wales,NSW
1207,Colli del Tronto,Italy,42.8769738,13.7483546,Colli del Tronto,Marche,MAR
1208,Sydney,Australia,-33.9217004,151.2557975,"Coogee, New South Wales, New South Wales",New South Wales,NSW
1209,Medway,United States,45.6089427,-68.5308623,"Medway, ME",Maine,ME
1210,Mount Sterling,United States,38.0561079,-83.9431961,"Mount Sterling, KY",Kentucky,KY
1211,Wade Hampton,United States,34.9037282,-82.3331733,"Wade Hampton, SC",South Carolina,SC
1212,Waitakere Ranges,New Zealand,-36.9169875,174.5186208,Waitakere,Auckland,AUK
1213,Sydney,Australia,-34.0782799,150.7632296,Mount Annan,New South Wales,NSW
1214,Massa,United States,31.2715771,-94.1285275,"Massa, TX",Texas,TX
1215,Richmondshire,United Kingdom,54.4670283,-1.7835808,"Ravensworth, North East England, England, England",England,ENG
1216,Orr,United States,38.10751,-103.53522,Agara Sarjapura Road ORR,Colorado,CO
1217,Kirkcaldy,United Kingdom,56.1264515,-3.1209817,"Dysart, Scotland, Scotland",Scotland,SCT
1218,Center Moriches,United States,40.8002427,-72.7901318,"Center Moriches, NY",New York,NY
1219,Taschereau,Canada,48.6626064,-78.6830135,"Taschereau, QC",Quebec,QC
1220,Kings Mountain,United States,35.2450607,-81.3410516,"Kings Mountain, NC",North Carolina,NC
1221,Posadas,Argentina,-27.3664824,-55.894295,Posadas,Misiones,N
1222,Itasca,United States,32.1595947,-97.1500074,"Itasca, TX",Texas,TX
1223,St. Francis,United States,45.3864283,-93.3597084,"Saint Francis, MN",Minnesota,MN
1224,Uniontown,United States,40.9730285,-81.40463515669745,"Uniontown, OH",Ohio,OH
1225,Pilot Mountain,United States,36.3865267,-80.4695023,"Pilot Mountain, NC",North Carolina,NC
1226,GlenOak Hills,United States,33.5311395,-117.0064148,"Glenoaks Country, CA",California,CA
1227,Neston,United Kingdom,53.28996395,-3.0568521340713826,"Prenton, England, England",England,ENG
1228,Chesapeake Heights on the Bay,United States,38.5667881,-76.526621,"Chesapeake Heights on the Bay, MD",Maryland,MD
1229,Pilot Point,United States,33.3959396,-96.9591054,"Pilot Point, TX",Texas,TX
1230,Warwick,Canada,42.9480988,-81.8802713,"Watford, ON",Ontario,ON
1231,Acton Round,United Kingdom,52.5572927,-2.5384731,"Acton Round, England, England",England,ENG
1232,Wales,United States,48.895238,-98.600806,"Benllech, Wales, Wales",North Dakota,ND
1233,St. Johns,United States,43.000928,-84.5585098,"Saint Johns, MI",Michigan,MI
1234,Odessa,United States,31.8457149,-102.367687,Odessa,Texas,TX
1235,Cambridgeshire,United Kingdom,52.2948273,-0.006840445595116566,"Swavesey, East of England, England, England",England,ENG
1236,Pompano Beach,United States,26.2206381,-80.1003216,"Santa Barbara Shores, FL",Florida,FL
1237,Riviera Beach,United States,39.1664978,-76.5271851,"Clear Water Beach, MD",Maryland,MD
1238,Borough of Erewash,United Kingdom,52.9537226,-1.4504293,"Breadsall, England, England",England,ENG
1239,Santa Rosa Beach,United States,30.3466423,-86.2307992,"Santa Rosa Beach, FL",Florida,FL
1240,Montreal,United States,46.4280033,-90.2460097,"Montreal, WI",Wisconsin,WI
1241,Watkinsville,United States,33.8628959,-83.4087709,"Watkinsville, GA",Georgia,GA
1242,Karak,Pakistan,33.1160464,71.0950863,"Karak, North-West Frontier, North-West Frontier",Khyber Pakhtunkhwa,KP
1243,Village at Watervale,United States,33.5384684,-82.0617842,"Village At Watervale, GA",Georgia,GA
1244,The Blue Mountains,Canada,44.4992906,-80.3417924,"Blue Mountains, ON",Ontario,ON
1245,Town of Germantown,United States,42.1345339,-73.8917982,"Germantown, NY",New York,NY
1246,Metropolis,United States,37.1436656,-88.7186639,"Massac City, IL",Illinois,IL
1247,Ferndale,United States,48.8466698,-122.589723,"Ferndale, WA",Washington,WA
1248,Lichfield,United Kingdom,52.7322867,-1.7494608,"Alrewas, England, England",England,ENG
